motif,num_profiles,profiles
L1b1a3a,16,EU092713.1 KM101731.1 KM101640.1 KM101625.1 KJ445802.1 JQ705669.1 JQ045079.1 MZ387109.1 MZ387009.1 MZ386720.1 DQ304915.1 DQ304914.1 DQ304913.1 DQ304912.1 KF450887.1 DQ304905.1 
L1b1a3a1,5,JQ045032.1 JQ044875.1 DQ304918.1 DQ304911.1 DQ304906.1 
L1b1a3b,4,JQ703036.1 JQ701823.1 MZ386715.1 DQ304907.1 
L1b1a9,8,EU092737.1 JQ044980.1 JQ044953.1 JQ044949.1 JQ044898.1 JQ044876.1 MZ387017.1 MZ386684.1 
L1b1a15,6,EU092755.1 KP900938.1 KJ185760.1 KJ185412.1 JQ044825.1 MZ386690.1 
L1b1a15a,3,JQ705587.1 JQ704266.1 MZ386760.1 
L1b1a17,10,KM101670.1 KJ445810.1 KJ445803.1 JQ704683.1 JQ045121.1 JQ045115.1 JQ044808.1 KF451427.1 KF451421.1 MZ387052.1 
L1b1a18,7,KJ445811.1 JQ705606.1 JQ045094.1 KF451449.1 MZ387213.1 MZ387006.1 MZ386768.1 
L1b1a5,4,EU092929.1 EU092928.1 JN214444.1 AF381994.2 
L1b1a6,17,EU092716.1 KT819252.1 KT819246.1 KT819237.1 KT819206.1 KM101656.1 KM101620.1 KJ185434.1 JQ705478.1 JQ705249.1 JN214472.1 JN214467.1 JN214461.1 JN214442.1 OP682640.1 MZ921198.1 MZ921047.1 
L1b1a7,11,KM101695.1 KM101687.1 KM101621.1 MZ387361.1 MZ387233.1 MZ387183.1 MZ386733.1 MZ386710.1 MZ386681.1 DQ304923.1 DQ304921.1 
L1b1a7a,10,KM102097.1 KM101616.1 JQ704825.1 JQ703618.1 DQ282506.1 DQ282505.1 MZ387762.1 MZ387713.1 MZ387100.1 MZ386709.1 
L1b1a8,7,KT819251.1 JQ704968.1 JN214441.1 JN214435.1 JN214431.1 JN214430.1 KF179062.1 
L1b1a10,19,KM101666.1 KJ445815.1 KJ185812.1 KJ185810.1 KJ185809.1 KJ185807.1 JQ705832.1 JQ045100.1 JQ045055.1 JQ044867.1 JQ044793.1 OP682646.1 OP682168.1 OP682052.1 OL638884.1 OL638641.1 KF451455.1 MZ387239.1 KF055303.1 
L1b1a10a,2,EU092893.1 EU092884.1 
L1b1a10b,20,EU092852.1 KJ185938.1 KJ185886.1 KJ185872.1 KJ185561.1 KC622261.1 KC622223.1 JX303866.1 JX303860.1 JX303859.1 JX303846.1 JX303840.1 JX303819.1 JX303814.1 JX303813.1 JX303812.1 JX303801.1 JX303769.1 JX303764.1 JX303746.1 
L1b1a12,0,
L1b1a12a,7,KT819205.1 JN214463.1 JN214437.1 OL638914.1 FJ460537.1 MH981878.1 MH981849.1 
L1b1a12b,3,JX266263.1 JQ705931.1 EU200764.1 
L1b1a13,2,JN214477.1 FJ460522.1 
L1b1a14,10,KM101699.1 KJ445813.1 JQ045114.1 JN214473.1 JN214468.1 MZ921183.1 KF451420.1 MZ387090.1 MZ386714.1 MZ386670.1 
L1b1a16,6,EU092667.1 JN225466.1 JN225465.1 JN214476.1 JN214460.1 JN214438.1 
L1b2'3,0,
L1b2,4,JQ045071.1 JQ044954.1 JQ044866.1 OL638957.1 
L1b2a,22,KM102062.1 KJ185867.1 KJ185866.1 KJ185560.1 KJ185559.1 KJ185558.1 JX303905.1 JX303896.1 JX303809.1 JX303770.1 MF695958.1 JN214470.1 CM032116.2 HM771162.1 MF621127.1 MZ387010.1 MZ386677.1 MF058210.1 MF056151.1 MF056005.1 MF055898.1 MF055896.1 
L1b3,3,JQ045038.1 JQ044936.1 MZ387124.1 
L1c,0,
L1c1'2'4'5'6,1,MZ386688.1 
L1c1'2'4'6,0,
L1c1,8,MF696029.1 KJ185675.1 KJ185465.1 KC533514.1 MF695872.1 MF058292.1 MF058216.1 MH981616.1 
L1c1a'b'd,0,
L1c1a,0,
L1c1a+@198,1,OL638541.1 
L1c1a1,2,OL638691.1 MN894792.1 
L1c1a1a,0,
L1c1a1a1,0,
L1c1a1a1a,31,KJ445785.1 KJ445784.1 KJ445783.1 KJ445782.1 KJ445781.1 KJ445780.1 KJ445779.1 HM771181.1 HM771156.1 HM771153.1 HM771152.1 HM771151.1 HM771146.1 HM771141.1 HM771134.1 HM771133.1 HM771132.1 HM771127.1 KF451596.1 KF451595.1 KF451591.1 KF451043.1 KF451028.1 KF451019.1 KF451018.1 KF451015.1 AF346997.1 EU273498.1 EU273490.1 EU273483.1 EU273477.1 
L1c1a1a1b,15,KJ445788.1 HM771185.1 HM771184.1 HM771183.1 HM771182.1 HM771140.1 MZ387819.1 MZ386759.1 KF451024.1 EU597513.1 EU273497.1 EU273495.1 EU273494.1 EU273492.1 EU273481.1 
L1c1a1a1b1,20,KJ445787.1 KJ445786.1 AY195789.2 HM771187.1 HM771186.1 HM771165.1 HM771155.1 HM771154.1 HM771145.1 HM771144.1 HM771139.1 HM771131.1 HM771130.1 MF621128.1 KF451033.1 KF451023.1 EU597501.1 EU273485.1 EU273482.1 EU273478.1 
L1c1a1a2,3,HM771147.1 EU273500.1 EU273484.1 
L1c1a1b,1,EU273491.1 
L1c1a2,8,KJ185767.1 KJ185674.1 KJ185437.1 JX303768.1 MZ387212.1 MZ387198.1 MN894717.1 MH981836.1 
L1c1a2a,0,
L1c1a2a1,9,KJ445774.1 HM771218.1 HM771217.1 HM771149.1 HM771136.1 KF451022.1 EU597489.1 EU273496.1 EU273479.1 
L1c1a2a2,10,KJ445777.1 KJ445776.1 KJ445775.1 HM771180.1 HM771179.1 HM771164.1 HM771148.1 KF451593.1 KF451041.1 KF451016.1 
L1c1a2b,28,KJ445773.1 KJ445772.1 KJ445771.1 KJ445770.1 KJ445769.1 KJ445768.1 KJ445767.1 HM771216.1 HM771178.1 HM771150.1 HM771143.1 HM771142.1 HM771138.1 HM771137.1 HM771124.1 HM771123.1 KF451599.1 KF451594.1 KF451592.1 KF451590.1 KF451499.1 MZ387074.1 KF451037.1 KF451030.1 AF346996.1 EU273487.1 EU273476.1 AF346969.1 
L1c1a2c,3,HM771115.1 HM771114.1 HM771113.1 
L1c1b'd,0,
L1c1b,42,KJ185822.1 KJ185762.1 KJ185664.1 KJ185565.1 KJ185520.1 KJ185518.1 KJ185517.1 KJ185515.1 KJ185514.1 KJ185513.1 KJ185481.1 KC622125.1 MN894775.1 MF381505.1 MF381491.1 MF381488.1 MF381467.1 MF381460.1 MF381449.1 MF381433.1 MF381428.1 MF381425.1 MF381422.1 MF381402.1 MF381387.1 MF381385.1 MF381383.1 MF381381.1 MF381378.1 MF381375.1 MF381374.1 MF381360.1 MF381327.1 MF381326.1 MF381323.1 MF381316.1 MF381314.1 MF381309.1 MF381308.1 MF381298.1 MF381297.1 MH981854.1 
L1c1b1,0,
L1c1d,2,MZ387772.1 MZ387068.1 
L1c1d1,4,EU092836.1 MZ387373.1 FJ713601.1 AF346987.1 
L1c1c,0,
L1c2'4,1,MZ387062.1 
L1c2,0,
L1c2a,0,
L1c2a1,9,MF695970.1 MF695969.1 MF695966.1 MF695956.1 MF695953.1 MF695948.1 MF695945.1 MF695944.1 MZ387091.1 
L1c2a1a,55,MF696092.1 EU092873.1 EU092707.1 MF696056.1 MF696047.1 KM101650.1 KJ445799.1 KJ445798.1 KJ185996.1 KJ185969.1 KJ185921.1 KJ185890.1 KJ185860.1 KJ185672.1 KJ185651.1 KJ185581.1 KJ185573.1 KJ185571.1 KJ185570.1 KJ185566.1 KJ185564.1 KJ185516.1 KJ185454.1 KJ185450.1 KJ185420.1 KC622170.1 JX303913.1 JX303912.1 JX303907.1 JX303879.1 JX303877.1 JX303855.1 JX303848.1 JX303828.1 JX303793.1 JX303783.1 JX303775.1 JX303755.1 KF451855.1 KF451853.1 MF381510.1 MF381390.1 MF381388.1 MF058414.1 MF058177.1 MF058166.1 MF058146.1 MF058108.1 MF058098.1 AF346992.1 MF056948.1 MF056567.1 MF056562.1 MF056395.1 EU597572.1 
L1c2a1b,2,KJ185512.1 MF621129.1 
L1c2a2,8,EU092864.1 KM101726.1 KJ185765.1 KJ185466.1 MZ387223.1 MZ387114.1 MF055749.1 EU273501.1 
L1c2a3,9,EU092850.1 EU092848.1 KJ185819.1 KJ185764.1 MF695983.1 KC622194.1 KC622191.1 KC622155.1 MF695874.1 
L1c2a3a,11,KC533480.1 KC533467.1 KC533456.1 JX303782.1 MZ386753.1 MF058069.1 MH981685.1 MH981659.1 MH981654.1 MH981618.1 MH981610.1 
L1c2b,2,KJ185949.1 MN894780.1 
L1c2b1,0,
L1c2b1a'b,12,KJ185814.1 KJ185662.1 DQ341059.1 OL638505.1 MZ387203.1 MZ387085.1 MZ387064.1 MZ386687.1 MF621062.1 MF381355.1 MF381353.1 MF057138.1 
L1c2b1a,1,KM101716.1 
L1c2b1a1,3,KC152939.1 JQ705864.1 MZ387205.1 
L1c2b1b,1,MZ386992.1 
L1c2b1b1,54,KJ185980.1 KJ185963.1 KJ185948.1 KJ185930.1 KJ185929.1 KJ185928.1 KJ185927.1 KJ185920.1 KJ185917.1 KJ185916.1 KJ185892.1 KJ185891.1 KJ185889.1 KJ185888.1 KJ185859.1 KJ185763.1 KJ185676.1 KJ185673.1 KJ185671.1 KJ185670.1 KJ185669.1 KJ185668.1 KJ185665.1 KJ185663.1 KJ185579.1 KJ185578.1 KJ185576.1 KJ185572.1 KJ185569.1 KJ185568.1 KJ185567.1 KJ185483.1 KJ185439.1 KJ185438.1 KJ185435.1 KJ185426.1 KJ185418.1 KC622233.1 KC622231.1 KC622173.1 KC622060.1 JX303910.1 JX303900.1 JX303883.1 JX303851.1 JX303833.1 JX303820.1 JX303816.1 JX303811.1 JX303800.1 JX303794.1 JX303790.1 JX303773.1 JQ705650.1 
L1c2b1c,7,EU092712.1 KM101632.1 JQ705597.1 JQ705576.1 JQ702903.1 MZ387230.1 MZ387160.1 
L1c2b2,0,
L1c4,0,
L1c4a,1,HM771117.1 
L1c4b,3,KJ185813.1 JQ703773.1 OL638890.1 
L1c6,2,JQ044836.1 EU273489.1 
L1c5,5,KM102048.1 KM101628.1 JX303797.1 JQ702617.1 MZ387137.1 
L1c3,0,
L1c3a,30,MF696103.1 EU092703.1 KM101680.1 KJ185964.1 KJ185950.1 KJ185724.1 KJ185563.1 KJ185451.1 JQ044907.1 JQ044806.1 AF381992.2 OL638926.1 OL638713.1 OL638686.1 MZ387786.1 MZ387093.1 MZ386744.1 MF437219.1 MF058363.1 MF058091.1 MF057956.1 MF057431.1 MF057313.1 MF057171.1 MF056794.1 MF056673.1 MF056087.1 MF055867.1 MF696112.1 MH981639.1 
L1c3a1,1,KJ185727.1 
L1c3a1a,14,EU092718.1 KM101697.1 KJ185815.1 KJ185485.1 KC622180.1 KC622133.1 JQ045073.1 OP682620.1 OP682149.1 OL638550.1 MZ387108.1 EU935462.1 EU935458.1 MF058094.1 
L1c3a1b,2,JQ044855.1 HM771219.1 
L1c3b'c,0,
L1c3b,0,
L1c3b1,6,JF509360.1 OP682313.1 OP682290.1 OP682262.1 MZ387162.1 MN894766.1 
L1c3b1a,27,EU092811.1 KP635242.1 KP635240.1 KP635237.1 KJ185981.1 KJ185941.1 KJ185918.1 KJ185887.1 KJ185876.1 KJ185820.1 KJ185766.1 KJ185650.1 KJ185577.1 KJ185523.1 KJ185522.1 KJ185521.1 KJ185402.1 JX303785.1 JQ702441.1 HM771167.1 KF358712.1 MF381526.1 MF058422.1 MF058077.1 MF057444.1 MF056820.1 EU273488.1 
L1c3b1b,9,EU092689.1 KM101694.1 JQ702600.1 JQ044967.1 MZ387185.1 MZ386767.1 MZ386717.1 MN894768.1 MN894759.1 
L1c3b2,6,JQ044886.1 OL638580.1 MZ387215.1 MZ387008.1 MZ386754.1 MN894776.1 
L1c3c,24,KJ185821.1 MZ387184.1 MN894760.1 MN894738.1 MF058560.1 MF058536.1 MF058525.1 MF058435.1 MF058154.1 MF058012.1 MF057903.1 MF057843.1 MF057798.1 MF057527.1 MF057512.1 MF056565.1 MF056488.1 MF056463.1 MF056292.1 MF056281.1 MF055934.1 MF055783.1 MF696127.1 EU273493.1 
L2'3'4'6,0,
L2,0,
L2a'b'c'd,0,
L2a,1,JQ044940.1 
L2a1'2'3'4,0,
L2a1,0,
L2a1a,51,EU092916.1 KR135883.1 KR135871.1 KR135856.1 KR135847.1 MF696034.1 KM101658.1 KJ801481.1 KJ185768.1 KJ185692.1 KJ185688.1 KC622244.1 KC622238.1 KC533464.1 JQ705087.1 JQ045060.1 JQ045021.1 JQ045005.1 JQ044992.1 JQ044983.1 JQ044961.1 JQ044942.1 JQ044930.1 JQ044927.1 JQ044922.1 JQ044911.1 JQ044885.1 JQ044877.1 JQ044845.1 JQ044818.1 OL638700.1 MZ387196.1 MZ387060.1 MZ387046.1 MZ386998.1 MZ386964.1 DQ304932.1 DQ304928.1 DQ304926.1 DQ304924.1 MG182030.1 MF058183.1 MF058095.1 MF058088.1 MF058085.1 MF057980.1 MF057508.1 MF057193.1 MF056622.1 MF056360.1 MF056172.1 
L2a1a1,21,KM101728.1 KM101689.1 KM101674.1 KM101655.1 KJ185982.1 KJ185827.1 KJ185589.1 JQ706014.1 JQ045074.1 JQ045066.1 JQ045020.1 JQ045001.1 JQ044977.1 JQ044888.1 OL638542.1 MZ386695.1 DQ304933.1 MN894712.1 DQ304925.1 MF997504.1 MF039862.1 
L2a1a2,104,EU092804.1 EU092691.1 KR135879.1 KR135878.1 KR135876.1 KR135872.1 KR135848.1 KM986521.1 KM101711.1 KM101706.1 KJ446762.1 KJ185934.1 KJ185896.1 KJ185829.1 KJ185769.1 KJ185440.1 KC622072.1 KC622070.1 KC622069.1 KC533462.1 JX303760.1 JQ705250.1 JQ045076.1 JQ045048.1 JQ045027.1 JQ044997.1 JQ044987.1 JQ044952.1 JQ044951.1 JQ044945.1 JQ044884.1 JQ044879.1 JQ044812.1 JQ044809.1 JN214457.1 JN214449.1 MF695882.1 MF695879.1 DQ304977.1 DQ304971.1 DQ304968.1 MZ387101.1 MZ387028.1 KF450910.1 MF437235.1 MF058515.1 MF058509.1 MF058449.1 MF058384.1 MF057967.1 MF057948.1 MF057947.1 MF057943.1 MF057762.1 MF057711.1 MF057698.1 MF057639.1 MF057598.1 MF057515.1 MF057473.1 MF057356.1 MF057338.1 MF057266.1 MF057252.1 MF057246.1 MF057184.1 MF057151.1 MF057128.1 MF057072.1 MF057055.1 MF057048.1 MF057025.1 MF057013.1 MF056998.1 MF056940.1 MF056914.1 MF056750.1 MF056711.1 MF056707.1 MF056594.1 MF056558.1 MF056556.1 MF056554.1 MF056548.1 MF056514.1 MF056412.1 MF056344.1 MF056305.1 MF056287.1 MF056285.1 MF056277.1 MF056224.1 MF056221.1 MF056160.1 MF056055.1 MF055889.1 MF055876.1 MF055874.1 MF055871.1 MF055870.1 MF055789.1 MF055785.1 EU092933.1 AF346977.1 
L2a1a2a,1,DQ304975.1 
L2a1a2a1,1,JQ044968.1 
L2a1a2a1a,33,EU092872.1 EU092829.1 EU092778.1 KR135881.1 KM986536.1 KM101713.1 KM101643.1 KJ185997.1 KJ185973.1 KJ185826.1 KJ185824.1 KJ185733.1 KJ185732.1 KJ185679.1 KJ185455.1 JQ705055.1 JQ045017.1 OL638817.1 OL638654.1 DQ304976.1 DQ304974.1 DQ304970.1 DQ304969.1 MZ387163.1 MZ387077.1 MZ386995.1 MZ386735.1 MZ386693.1 MF058223.1 MF057605.1 MH981679.1 MH981641.1 MH981640.1 
L2a1a2b,13,KP240910.1 KJ446763.1 JQ045095.1 JQ045088.1 OP681997.1 OP681993.1 DQ304973.1 DQ304972.1 KF451450.1 KF451443.1 MZ387156.1 MZ387146.1 MZ387027.1 
L2a1a2c,6,HQ425645.1 MZ387088.1 MZ387069.1 MN894750.1 MN894730.1 DQ304927.1 
L2a1a3,4,EU092711.1 KM101642.1 JQ045015.1 JQ044892.1 
L2a1a3a,4,EU092905.1 EU092890.1 JQ044813.1 MN894756.1 
L2a1a3b,4,JQ044918.1 JQ044819.1 OP682248.1 DQ304948.1 
L2a1a3c,12,KR135866.1 KJ446761.1 KJ185771.1 KJ185770.1 KC622184.1 JQ045101.1 HM771168.1 KF451456.1 MZ387102.1 MF058043.1 MF057879.1 MF056176.1 
L2a1+16189+(16192),3,EU092806.1 MF696030.1 JQ045062.1 
L2a1b,4,EU092761.1 KM101626.1 KJ185828.1 MZ387061.1 
L2a1b1,4,KM101693.1 MZ387176.1 MZ387159.1 MZ386664.1 
L2a1b1a,239,MF696083.1 EU092919.1 EU092910.1 EU092705.1 EU092690.1 KR135882.1 KR135877.1 KR135875.1 KR135874.1 KR135873.1 KR135852.1 KR135842.1 MF696045.1 MF696020.1 KP240911.1 KJ185931.1 KJ185923.1 KJ185825.1 KJ185735.1 KJ185588.1 KJ185587.1 KJ185452.1 KJ185442.1 MF695995.1 KC622245.1 KC622071.1 KC622066.1 KC622062.1 KC622057.1 KC533508.1 KC533504.1 KC533503.1 KC533485.1 KC533454.1 JX303880.1 JX303874.1 JX303858.1 JX303761.1 JX303754.1 MF695938.1 MF695917.1 MF695916.1 KF451505.1 MZ387047.1 MZ386669.1 MF437274.1 MF437259.1 MF437232.1 MF058554.1 MF058541.1 MF058540.1 MF058513.1 MF058511.1 MF058430.1 MF058396.1 MF058389.1 MF058374.1 MF058346.1 MF058345.1 MF058340.1 MF058296.1 MF058261.1 MF058246.1 MF058241.1 MF058162.1 MF058155.1 MF058153.1 MF058147.1 MF058144.1 MF058127.1 MF058118.1 MF058099.1 MF058097.1 MF058078.1 MF058072.1 MF058055.1 MF058054.1 MF058049.1 MF058044.1 MF058040.1 MF058018.1 MF057978.1 MF057940.1 MF057938.1 MF057915.1 MF057872.1 MF057828.1 MF057815.1 MF057808.1 MF057790.1 MF057745.1 MF057741.1 MF057664.1 MF057648.1 MF057646.1 MF057638.1 MF057587.1 MF057586.1 MF057573.1 MF057572.1 MF057566.1 MF057532.1 MF057529.1 MF057523.1 MF057480.1 MF057478.1 MF057477.1 MF057475.1 MF057472.1 MF057469.1 MF057465.1 MF057461.1 MF057455.1 MF057450.1 MF057430.1 MF057418.1 MF057406.1 MF057377.1 MF057376.1 MF057340.1 MF057336.1 MF057325.1 MF057315.1 MF057314.1 MF057282.1 MF057279.1 MF057268.1 MF057258.1 MF057242.1 MF057238.1 MF057235.1 MF057232.1 MF057225.1 MF057198.1 MF057195.1 MF057183.1 MF057180.1 MF057143.1 MF057135.1 MF057133.1 MF057129.1 MF057127.1 MF057126.1 MF057122.1 MF057103.1 MF057096.1 MF057053.1 MF057043.1 MF057028.1 MF057026.1 MF056986.1 MF056980.1 MF056976.1 MF056971.1 MF056946.1 MF056945.1 MF056904.1 MF056879.1 MF056877.1 MF056811.1 MF056764.1 MF056749.1 MF056715.1 MF056686.1 MF056665.1 MF056631.1 MF056619.1 MF056611.1 MF056610.1 MF056604.1 MF056598.1 MF056596.1 MF056571.1 MF056568.1 MF056566.1 MF056561.1 MF056559.1 MF056555.1 MF056544.1 MF056533.1 MF056484.1 MF056476.1 MF056464.1 MF056456.1 MF056428.1 MF056410.1 MF056397.1 MF056348.1 MF056342.1 MF056338.1 MF056293.1 MF056289.1 MF056213.1 MF056195.1 MF056163.1 MF056159.1 MF056158.1 MF056157.1 MF056145.1 MF056100.1 MF056099.1 MF056075.1 MF056045.1 MF056041.1 MF056019.1 MF056016.1 MF056010.1 MF055970.1 MF055943.1 MF055940.1 MF055937.1 MF055936.1 MF055914.1 MF055895.1 MF055859.1 MF055857.1 MF055853.1 MF055838.1 MF055816.1 MF055760.1 MF055752.1 MF696129.1 MF696126.1 MF696116.1 MF696113.1 MH981682.1 MH981680.1 MH981676.1 MH981672.1 MH981668.1 MH981665.1 MH981657.1 MH981645.1 MH981642.1 MH981636.1 MH981628.1 MH981615.1 MH981605.1 MH981600.1 
L2a1b2,2,JQ044975.1 JQ044841.1 
L2a1b+143,3,KT819224.1 KM101635.1 MZ387244.1 
L2a1b3,1,JQ044837.1 
L2a1f,84,MF696074.1 EU092783.1 MF696025.1 KM102090.1 KM101696.1 KM101664.1 KM101630.1 KM101609.1 KM101603.1 KM101601.1 KM101573.1 KJ446778.1 KJ185985.1 KJ185899.1 KJ185897.1 KJ185893.1 KJ185728.1 KJ185683.1 KJ185681.1 KJ185680.1 KJ185678.1 KJ185429.1 KC622220.1 KC622105.1 KC622076.1 JX303832.1 MF695981.1 MF695979.1 MF695973.1 MF695955.1 MF695954.1 AY195776.2 JQ705150.1 JQ704668.1 JQ703960.1 JQ045090.1 JQ045061.1 JQ045056.1 JQ045054.1 JQ045006.1 JQ044912.1 JQ044883.1 JQ044859.1 OL638706.1 OL638631.1 OL638539.1 KF451445.1 DQ304966.1 DQ304965.1 DQ304962.1 DQ304959.1 DQ304956.1 DQ304954.1 DQ304953.1 DQ304952.1 MZ387718.1 MZ387155.1 MZ387140.1 MZ387079.1 MZ387042.1 MZ387002.1 MZ386997.1 MZ386699.1 MZ386685.1 MZ386679.1 DQ304935.1 MW467859.1 MN894749.1 MF058591.1 MF058564.1 MF058529.1 MF057968.1 MF057927.1 MF057747.1 MF057645.1 MF056883.1 MF056874.1 MF056632.1 MF056407.1 MF056336.1 MF056334.1 MF056134.1 MF056132.1 MF696132.1 
L2a1f1,19,KM101683.1 KJ186002.1 KJ185987.1 KJ185933.1 KJ185685.1 JX303780.1 MF695964.1 JQ701814.1 JN989561.1 OP682109.1 OP682101.1 DQ304967.1 DQ304961.1 DQ304955.1 MZ387229.1 MZ387054.1 DQ304937.1 MN894739.1 EU092961.1 
L2a1f1a,2,DQ304958.1 DQ304934.1 
L2a1f2,8,KM101611.1 KJ446760.1 JQ045097.1 JQ045039.1 KF451452.1 DQ304957.1 MZ387240.1 MZ387116.1 
L2a1f3,25,MF696100.1 KJ446777.1 KJ446776.1 KJ185895.1 KJ185596.1 KJ185583.1 KJ185582.1 KC911395.1 KC911354.1 KC622118.1 KC533500.1 JX303805.1 JQ045046.1 JQ044861.1 KF451852.1 MN894732.1 KF450890.1 MF058553.1 MF057160.1 MF057158.1 MF057153.1 MF056365.1 MF056175.1 EU597561.1 MF696131.1 
L2a1g,13,KJ446765.1 KJ185894.1 KJ185693.1 KC533472.1 JX303906.1 JX303798.1 JX303752.1 MZ387182.1 MZ386689.1 KF450895.1 MF058159.1 MF057166.1 MF696128.1 
L2a1+143,2,KR135869.1 KP900753.1 
L2a1c,27,EU092901.1 EU092733.1 KT819248.1 KM101719.1 KM101673.1 KM101651.1 KJ185999.1 KC622265.1 KC622236.1 JQ702503.1 JQ702307.1 JQ045019.1 HM771224.1 OP682626.1 OP682176.1 OP682139.1 OP682107.1 OP682038.1 OP682034.1 OP681844.1 DQ304949.1 MZ387081.1 MZ387041.1 DQ304944.1 MN894789.1 MF056104.1 EU092937.1 
L2a1c+16086,1,JQ044973.1 
L2a1c1,16,KM101866.1 KJ446755.1 KJ185731.1 KJ185595.1 JX303852.1 JQ045124.1 JQ045064.1 JQ044974.1 JQ044909.1 JQ044860.1 MZ920472.1 KF451431.1 MZ386763.1 MZ386727.1 FJ460560.1 MF381408.1 
L2a1c1a,0,
L2a1c1a1,2,JQ705046.1 JQ044799.1 
L2a1c1a2,3,JX524225.1 JQ412577.1 ON153172.1 
L2a1c6,4,KT819208.1 EF177417.1 JQ702659.1 JN214436.1 
L2a1c2,11,KM101724.1 KJ446759.1 JQ045108.1 JQ045024.1 JQ044998.1 JQ044962.1 JQ044935.1 JQ044844.1 JQ044802.1 KF451735.1 MZ387043.1 
L2a1c2a,10,KM101657.1 JQ045025.1 JQ044969.1 JQ044924.1 JQ044872.1 JQ044828.1 HM771169.1 MF621120.1 MZ387016.1 MZ386740.1 
L2a1c3,0,
L2a1c3a,7,EU092663.1 KJ446771.1 JN214440.1 OP682544.1 MZ920558.1 KF451141.1 EU200762.1 
L2a1c3a1,2,KM101721.1 JQ705145.1 
L2a1c3b,3,KM101704.1 JQ044996.1 MF621121.1 
L2a1c3b1,1,EU092720.1 
L2a1c3b2,1,JQ045063.1 
L2a1c4,15,JN214432.1 OP682667.1 OP682538.1 OP682440.1 OP682438.1 OP682319.1 OP682144.1 OP682140.1 OP682098.1 OP682083.1 OP682047.1 OP682021.1 OP681991.1 OP681880.1 OP681861.1 
L2a1c4a,11,JQ701926.1 JQ045067.1 JQ045045.1 JQ045035.1 JQ045014.1 JQ044957.1 JQ044833.1 MZ387221.1 DQ304943.1 DQ304942.1 FJ460549.1 
L2a1c4a1,12,MF696044.1 KM101735.1 KJ185488.1 KJ185487.1 JQ044937.1 OL638708.1 OL638690.1 DQ304951.1 DQ304950.1 MZ387245.1 MZ387161.1 MZ386999.1 
L2a1c+16129,6,EU092683.1 KR135870.1 KP240913.1 JQ702968.1 MZ921158.1 KF451202.1 
L2a1c5,18,KM101653.1 KM101618.1 KJ446768.1 KJ446767.1 KJ446766.1 KJ185585.1 KJ185584.1 KJ185468.1 JX303749.1 JQ705001.1 JQ045098.1 JQ045082.1 HM771225.1 KF451453.1 KF451435.1 KF451434.1 MN894743.1 EU935443.1 
L2a1+143+@16309,0,
L2a1d,1,MF437155.1 
L2a1d1,9,EU092927.1 EU092765.1 KR135855.1 KR135841.1 KJ801480.1 KJ801479.1 KJ801478.1 KJ801477.1 EU092939.1 
L2a1d2,1,JN858956.1 
L2a1h,1,EU092676.1 
L2a1e,3,KM101703.1 MZ387174.1 DQ304945.1 
L2a1e1,10,JQ705455.1 JQ044970.1 JQ044821.1 MZ387086.1 MZ387037.1 MZ387000.1 DQ304947.1 DQ304946.1 DQ304930.1 MN894787.1 
L2a1+143+16189+(16192),22,EU092658.1 KT819254.1 KT819253.1 KT819247.1 KR135868.1 KR135867.1 KR135854.1 KR135853.1 KR135849.1 KP240912.1 KJ446775.1 KJ446769.1 MF695919.1 MF695912.1 HQ384198.1 KF451714.1 KF451096.1 FJ460527.1 KF450902.1 MF437121.1 MF057720.1 EU092946.1 
L2a1+143+16189+(16192)+@16309,16,MF696067.1 EU092922.1 EU092793.1 EU092782.1 KR135851.1 KR135850.1 KR135845.1 KR135844.1 KR135843.1 KM245150.1 JX153710.1 JQ702430.1 JQ044839.1 MF621122.1 OM990726.1 FJ460520.1 
L2a1i,7,EU092719.1 KM101639.1 JQ045080.1 JQ045077.1 JQ044958.1 JQ044905.1 MZ387231.1 
L2a1i1,14,KJ446764.1 KJ185900.1 KJ185690.1 KJ185598.1 KJ185597.1 KC622169.1 JX303909.1 JX303857.1 JX303853.1 JQ045102.1 JQ044881.1 KF451457.1 MZ387193.1 AF346976.1 
L2a1q,3,KC622159.1 JX303870.1 MN894744.1 
L2a1j,3,EU092816.1 EU092756.1 KR135846.1 
L2a1k,4,KX083678.1 KM096762.1 EU200763.1 EU200760.1 
L2a1l,2,MZ386704.1 MK321329.1 
L2a1l1,3,JQ044956.1 JQ044919.1 MZ386766.1 
L2a1l1a,6,EU092807.1 JQ044966.1 JQ044932.1 FJ769771.1 DQ304939.1 KF255394.1 
L2a1l1a1,3,EU092812.1 JQ044817.1 OL638954.1 
L2a1l1a2,2,KF952774.1 JQ044897.1 
L2a1l1b,2,KM101868.1 JQ044955.1 
L2a1l2,8,EU092721.1 KM102093.1 KM101685.1 JQ044994.1 JQ044978.1 OL638670.1 OL638612.1 MZ387171.1 
L2a1l2a,8,EU092687.1 JX266264.1 JQ705185.1 JQ705049.1 JN204423.1 LC050520.1 LC050519.1 EU547188.2 
L2a1l2a1,5,JX266265.2 JQ705589.1 JQ702904.1 JQ702015.1 EU564850.1 
L2a1l3,2,JX021728.1 JQ045047.1 
L2a1m,3,JQ045040.1 JQ044916.1 JQ044804.1 
L2a1m1,1,DQ304940.1 
L2a1m1a,4,KM101594.1 JQ701914.1 JQ044908.1 DQ304938.1 
